ProductName,Stars,Ratings,Current_Price,MRP
DELL Insprion Core i7 7th Gen,4.0,371,61658,69999
HP Pavilion Intel Core i5 11th Gen,3.8,21,69490,85837
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,0.0,0,65990,75990
ASUS Ryzen 5 Hexa Core,0.0,0,69092,75500
DELL Core i3 12th Gen,0.0,0,64490,81586
Infinix INBook X2 Plus Core i5 11th Gen,4.3,36,47990,54990
DELL Core i5 11th Gen,0.0,0,68866,88400
HP Pavilion Ryzen 5 Hexa Core 5625U,4.1,65,63490,73532
HP Pavilion Ryzen 5 Hexa Core 5500U,4.2,123,64490,74839
ASUS Vivobook 11 Celeron Dual Core,0.0,0,24990,28990
acer Aspire 3 Ryzen 3 Dual Core R33250U,3.6,134,34630,49999
Vaio SE Series Core i5 8th Gen,3.8,84,62890,84690
DELL Core i5 11th Gen,0.0,0,60790,81227
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U,4.4,76,71000,0
acer Aspire 3 Pentium Quad Core,0.0,0,37990,0
ASUS Core i3 11th Gen,0.0,0,42990,58990
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
HP 430 G8 Core i5 11th Gen,0.0,0,68841,98000
HP 15,4.5,1243,58500,70172
HP Laptop Core i3 11th Gen,0.0,0,43650,51449
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
ASUS Vivobook 15 Core i3 11th Gen,3.7,10,36500,52990
Lenovo IdeaPad Core i3 11th Gen,3.7,128,37990,57990
HP Ryzen 3 Dual Core 3250U,3.7,35,29997,43628
acer Chromebook Celeron Dual Core,3.5,65,24490,27000
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,190,60490,83890
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,568,56960,67931
DELL Vostro Ryzen 5 Hexa Core 5625U,0.0,0,61088,79292
ASUS Chromebook Flip Touch Celeron Dual Core,4.0,899,24990,29990
HP Core i3 11th Gen,3.8,111,42490,52890
acer Aspire 5 Core i5 8th Gen,4.0,121,59990,62511
Lenovo B50,3.8,78,52490,0
DELL Inspiron 3501 Core i3 10th Gen,4.3,4,41890,55534
ASUS Vivobook 15 Core i5 12th Gen,0.0,0,58990,70990
HP Laptop Ryzen 3 Quad Core 5300U,0.0,0,39990,48419
DELL Vostro Ryzen 5 Hexa Core 5625U,0.0,0,61088,79292
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
DELL Vostro 3000 Core i5 8th Gen,4.0,1371,45126,45174
Lenovo B50,3.8,78,52490,0
HP Pavilion Intel Core i3 11th Gen,4.2,44,58888,69276
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Lenovo IdeaPad Core i3 11th Gen,3.7,128,37990,57990
HP 15s Ryzen 3 Quad Core 5300U,4.3,273,40499,52900
Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,3.6,152,28490,40490
acer Aspire 3 Core i3 11th Gen,4.2,42,42490,49999
HP 14s Ryzen 5 Quad Core 3500U 3rd Gen,4.5,2142,49290,53238
HP 15q Ryzen 5 Quad Core 2500U,4.0,439,24990,46412
acer Chromebook Celeron Dual Core,3.5,65,24490,27000
ASUS Core i3 11th Gen,0.0,0,42990,58990
acer Aspire 5 Core i5 8th Gen,4.0,121,59990,62511
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,190,60490,83890
Vaio SE Series Core i5 8th Gen,3.8,84,62890,84690
ASUS TUF Gaming F15 Core i5 10th Gen,4.3,495,61986,77990
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,209,54360,70419
Lenovo Ideapad 520 Core i5 8th Gen,3.3,4,64821,79090
Lenovo Ideapad 330s Core i5 8th Gen,4.0,21,56990,62594
HP Laptop Ryzen 3 Quad Core 5300U,0.0,0,40960,50565
Infinix ZERO BOOK Series Laptop Intel Core i7 12th Gen,0.0,0,64990,99990
MSI GF63 Thin Core i7 10th Gen,4.3,1167,63990,83990
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,0.0,0,86500,92990
acer Aspire 7 Core i5 9th Gen,4.4,2952,57090,84999
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.2,115,57990,78290
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Lenovo IdeaPad 3 Core i3 11th Gen,0.0,0,47500,51000
Avita Liber Core i5 10th Gen,4.2,1350,38490,52990
HP Ryzen 3 Dual Core,4.7,3,36600,42150
SAMSUNG Core i5 12th Gen,3.8,5,63990,70990
Primebook 4G Enabled Android Based MediaTek Kompanio 500,0.0,0,24990,0
HP Core i3 11th Gen,4.0,4,43500,51812
DELL Inspiron 3510 Pentium Quad Core 11th Gen,0.0,0,35500,40000
ASUS EeeBook 12 Celeron Dual Core 4th Gen,3.9,197,20990,25990
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.3,402,56990,76890
HP 14s Core i3 11th Gen,4.3,442,45450,53823
ASUS VivoBook S14 Core i7 8th Gen,4.4,991,67990,98990
ASUS EeeBook 12 Celeron Dual Core,4.2,13,21990,27990
HP Core i5 11th Gen,4.2,279,51890,65444
MSI GF63 Thin Core i5 10th Gen,4.1,1231,54450,72990
HP 15s Core i3 10th Gen,3.6,132,41990,44908
HP Ryzen 3 Dual Core,4.7,3,36600,42150
acer P2 Series Core i5 10th Gen,4.1,295,47990,59500
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
ASUS Core i5 12th Gen,0.0,0,56490,71000
Lenovo Ideapad S340 Core i3 10th Gen,4.2,525,42490,58490
ASUS ExpertBook P1 Core i3 10th Gen,3.8,189,32990,39990
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
Ultimus S152 Celeron Dual Core,0.0,0,23990,29999
ASUS Chromebook Celeron Dual Core,3.6,385,18990,22990
HP 14s Intel Pentium Quad Core,4.0,447,29890,39288
ASUS Pentium Quad Core 10th Gen,0.0,0,39500,69500
DELL Core i5 11th Gen,0.0,0,67989,88546
ASUS Vivobook Core i3 11th Gen,4.5,79,34990,44990
HP Pavilion Intel Core i5 11th Gen,4.1,41,66890,86500
Lenovo Intel Core i5 11th Gen,4.3,3,68989,99290
DELL Core i3 11th Gen,0.0,0,45990,61202
ASUS Zenbook 13 Intel EVO Core i5 11th Gen,4.4,70,65900,90000
ASUS Vivobook 15 Core i5 10th Gen,4.2,110,50000,59999
HP Victus Ryzen 5 Hexa Core 5600H,4.0,9,68400,76021
DELL Inspiron Core i5 11th Gen,4.5,122,67990,88999
HP 15s Ryzen 3 Dual Core 3250U,4.3,4437,44990,48248
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U,4.4,257,65900,89990
acer Travelmate Core i5 11th Gen,4.4,34,61990,85000
ASUS Ryzen 5 Quad Core 3500U,4.2,57,45490,56990
Lenovo Core i3 11th Gen,0.0,0,34499,52150
HP 14s Intel Core i5 11th Gen,4.2,18,61999,81000
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
Lenovo Athlon Dual Core 3050U,0.0,0,18990,36000
DELL Inspiron Core i3 11th Gen,4.3,419,46890,58567
HP 14s Intel Core i3 11th Gen,4.3,646,47199,53000
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
DELL Inspiron Core i5 11th Gen,4.2,76,55990,76000
Lenovo ThinkBook 13s Core i5 11th Gen,4.0,91,67990,121608
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
DELL Inspiron Core i3 11th Gen,4.3,1889,41490,58225
DELL Ryzen 3 Quad Core 5425U,4.4,87,35290,50837
Lenovo Ideapad Slim 5i Core i5 11th Gen,4.1,115,65999,0
Lenovo IdeaPad Gaming Core i7 10th Gen,4.5,112,75989,102090
ASUS Vivobook 14 Core i3 10th Gen,3.9,129,31990,40990
HP Pavilion Core i5 7th Gen,4.0,205,61290,0
Lenovo Intel Core i3 11th Gen,4.2,179,34490,48490
Lenovo Athlon Dual Core 3050U,0.0,0,18990,29999
HP Core i3 11th Gen,4.0,5,41999,45743
acer Gaming Core i5 11th Gen,0.0,0,62990,99999
DELL Inspiron Core i5 11th Gen,4.3,76,57990,83014
DELL Vostro Core i3 10th Gen,4.2,70,43490,60541
ASUS Vivobook S 14 Flip Ryzen 5 Hexa Core R5,0.0,0,69000,79000
DELL Core i3 11th Gen,0.0,0,43990,61408
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
HP Core i3 11th Gen,4.2,564,40580,48476
DELL Inspiron Ryzen 3 Dual Core 3250U,4.0,5,38990,55133
ASUS Vivobook 14 Core i3 11th Gen,4.3,25,37000,49999
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
DELL Inspiron Ryzen 5 Dual Core 3450U,4.3,51,39990,62422
ASUS Vivobook 14 Pentium Quad Core,4.4,21,33900,39990
Lenovo Core i3 11th Gen,0.0,0,44490,59999
ASUS Ryzen 7 Dual Core 11th Gen,0.0,0,68600,89900
DELL Core i5 11th Gen,0.0,0,59340,89902
ASUS Vivobook 15 Core i5 12th Gen,3.9,8,66900,73600
HP Core i3 11th Gen,4.3,1294,40890,49599
DELL Inspiron Core i5 11th Gen,4.4,57,65999,79999
HP intel Celeron Dual Core,3.7,3,26490,31531
HP 247 G8 Ryzen 3 Quad Core,3.8,241,30399,39999
AXL Celeron Dual Core,0.0,0,18990,31990
ASUS VivoBook Ultra 14 Core i5 11th Gen,4.3,213,55241,79990
HP Victus Ryzen 5 Hexa Core 5600H,0.0,0,68990,84198
Lenovo IdeaPad 3 Core i3 11th Gen,4.3,810,38990,61590
ASUS Core i5 10th Gen,4.3,6061,47990,62990
Lenovo Intel Core i5 12th Gen,0.0,0,68300,97890
Lenovo IdeaPad 3 Core i3 11th Gen,4.3,810,38990,61590
ASUS Ryzen 7 Octa Core 10th Gen,0.0,0,102000,136990
ASUS Vivobook X515EA Core i3 11th Gen,4.2,32,36990,51990
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
Lenovo Intel Core i5 12th Gen,0.0,0,68300,97890
HP Core i3 11th Gen,4.3,1362,47199,50774
DELL Ryzen 5 Quad Core,0.0,0,46290,59809
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
HP 15s Intel Core i5 12th Gen,4.2,1284,63350,68900
ASUS Core i5 10th Gen,4.3,6061,47990,62990
DELL Core i3 11th Gen,4.0,3,41890,55890
DELL Inspiron Core i5 11th Gen,4.2,76,54490,72234
MSI GF63 Thin Core i5 9th Gen,4.5,1198,59990,72990
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzenâ¢ 3 3250U,4.4,100,35990,49990
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen,4.3,441,54990,75390
Lenovo Athlon Dual Core,4.0,7,21989,38000
HP 15s Core i5 11th Gen,4.4,846,59500,66523
DELL Inspiron Core i3 11th Gen,4.4,10,41990,55890
DELL Inspiron Core i5 11th Gen,0.0,0,63990,74990
ASUS VivoBook Ultra 14 Core i5 11th Gen,4.3,213,55241,79990
acer Aspire 3 Celeron Dual Core,4.5,24,26990,34990
HP MediaTek Kompanio 500,0.0,0,25999,0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 5600H,4.0,9,67589,89490
ASUS Vivobook S14 Ryzen 5 Hexa Core Ryzen,0.0,0,61630,78990
Lenovo Thinkpad Ryzen 5 Hexa Core 5600U,4.5,50,65499,78400
Lenovo Core i3 10th Gen,3.9,119,33500,41414
DELL Core i5 11th Gen,0.0,0,54490,77168
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.4,1412,55000,58990
HP Pavilion Aero Ryzen 5 Hexa Core 5600U,4.3,147,64450,89990
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Lenovo Core i5 11th Gen,0.0,0,61990,84190
DELL Core i3 11th Gen,0.0,0,43990,53799
HP 14s Intel Core i3 11th Gen,4.3,2938,40000,48999
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
HP Ryzen 3 Dual Core 3250U,4.3,3850,37250,46698
DELL Athlon Dual Core,0.0,0,33990,47489
ASUS Pentium Quad Core,0.0,0,28959,39880
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,118,38990,52602
HP 15s Ryzen 5 Quad Core 3500U,4.5,1672,45116,48471
HP Ryzen 3 Dual Core 3rd Gen,4.2,25,33490,42654
DELL Inspiron Ryzen 3 Dual Core 3250U,4.1,459,38890,49613
Lenovo IdeaPad Flex 5 Core i3 11th Gen,4.4,66,58490,82490
HP Pavilion Ryzen 5 Hexa Core 5500U,4.6,29,64990,69500
Lenovo Thinkbook Core i3 11th Gen,0.0,0,45500,89900
ASUS Asus Vivobook 15 Core i5 11th Gen,3.3,4,45980,59500
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,4.5,354,61500,75000
DELL DELL 5590 Core i5 10th Gen,0.0,0,69899,76000
acer Swift 3 Core i5 8th Gen,3.4,36,59434,65546
HP Ryzen 3 Dual Core,3.5,18,27990,43628
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
Avita PURA APU Dual Core A6,3.7,1597,17990,27990
ASUS Vivobook 15 Core i5 11th Gen,0.0,0,50990,66990
Lenovo IdeaPad 3 Chromebook Celeron Dual Core,3.5,1369,19990,24840
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
HP Intel Core i5 11th Gen,4.3,1650,61000,64011
Vaio E Series Ryzen 7 Quad Core 3700U,3.7,178,57990,76090
Nokia PureBook S14 Core i5 10th Gen,3.9,462,43990,74990
Vaio E Series Ryzen 7 Quad Core 3700U,3.7,178,52990,76090
DELL Vostro Core i3 11th Gen,3.9,2225,40500,44780
Avita Liber V14 Ryzen 5 Quad Core 3500U,4.1,2586,49990,55490
ASUS Chromebook Celeron Dual Core,3.8,1119,21990,24990
HP G8 Ryzen 3 Dual Core 3250U,3.5,39,28490,41610
Lenovo Ideapad S145 Core i3 10th Gen,4.0,811,36490,39956
HP Core i3 11th Gen,3.6,17,37990,44176
Avita Liber Core i7 10th Gen,3.8,316,51990,83390
Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U,3.9,6201,30490,37190
Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U,4.1,4191,29990,39577
ASUS Vivo Book Core i3 10th Gen,4.6,8,38000,42990
HP Laptop 255 G8 Notebook Ryzen 3 Dual Core AMD Ryzen 3,3.5,30,32283,39498
HP Core i3 10th Gen,4.0,45,39643,0
ASUS Asus Vivobook 15 Core i5 11th Gen,3.3,4,49990,68990
DELL Inspiron Core i5 12th Gen,0.0,0,67990,78276
HP Core i3 11th Gen,0.0,0,39676,44616
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
HP 15s Intel Core i5 11th Gen,3.5,15,59980,73034
Avita Liber Core i5 7th Gen,0.0,0,65556,79990
Avita Liber Core i5 7th Gen,0.0,0,65556,79990
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Avita Liber Core i5 7th Gen,0.0,0,65556,79990
ASUS Ryzen 5 Quad Core 3rd Gen,3.0,5,41990,57990
Nokia PureBook S14 Core i5 11th Gen,4.0,95,47990,82990
DELL Inspiron Core i5 11th Gen,4.2,147,55990,75946
HP Chromebook MediaTek Kompanio 500,3.8,5944,20691,25451
DELL Inspiron Core i5 11th Gen,3.9,58,62490,87150
DELL INSPIRON Core i3 10th Gen,4.0,591,47899,49078
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen,4.3,553,62615,74390
Lenovo IdeaPad Core i3 10th Gen,4.2,489,38500,52250
Lenovo Ideapad 530s Core i5 8th Gen,4.4,22,59999,80000
DELL Inspiron Core i3 4th Gen,3.3,37,32000,33000
Lenovo Yoga Slim 7 Core i5 10th Gen,3.9,23,68999,101090
ASUS Ryzen 3 Dual Core 3250U,4.2,220,35500,37990
HP Pavilion 15,4.1,23,64990,68270
Lenovo Core i3 11th Gen,3.8,61,33990,39000
Lenovo Core i5 11th Gen,4.0,34,65990,97890
ASUS Core i3 10th Gen,3.3,478,30990,46990
acer Extensa 15 Pentium Quad Core,3.3,93,25490,38999
DELL Ryzen 5 Hexa Core 5625U,0.0,0,52990,70250
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
ASUS Celeron Dual Core,3.7,17745,22990,30990
DELL Vostro Core i3 11th Gen,0.0,0,44490,56437
acer Aspire 5 Core i3 12th Gen,0.0,0,47990,59999
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Lenovo Intel Celeron Dual Core 4th Gen,2.9,93,22700,34890
DELL Vostro Core i3 11th Gen,3.1,8,44690,59781
Avita PURA APU Dual Core A6,3.7,1597,18490,27990
DELL Inspiron Core i3 11th Gen,0.0,0,45090,59550
DELL Inspiron Ryzen 3 Dual Core 3250U,3.4,30,37390,51574
acer Aspire 3 Pentium Quad Core,4.2,5783,27490,32999
ASUS Vivobook 14 Core i3 10th Gen,3.2,40,33990,42990
Lenovo APU Dual Core A9 A99425,3.7,108,25250,28000
HP Chromebook MediaTek Kompanio 500,3.8,5944,22990,25451
Lenovo Core i3 11th Gen,3.5,171,33990,45832
DELL Inspiron Ryzen 5 Hexa Core 5625U,0.0,0,53990,68782
DELL Core i3 10th Gen,3.3,122,41990,54992
acer Aspire 5 Core i5 8th Gen,4.0,75,61990,62549
DELL Core i3 10th Gen,2.9,105,46000,59101
acer Aspire 3 Core i5 10th Gen,3.3,37,49745,56491
DELL Ryzen 3 Dual Core 3250U,3.5,17,39990,53640
DELL Core i3 10th Gen,3.3,122,41990,54992
DELL Inspiron Ryzen 5 Hexa Core 5625U,0.0,0,53990,68782
DELL Ryzen 3 Dual Core 3250U,3.5,17,39990,53640
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,31990,53790
acer Aspire 5 Core i5 8th Gen,4.0,75,61990,62549
DELL Core i3 10th Gen,2.9,105,46000,59101
Lenovo E41 APU Dual Core A6 A6,3.4,39,27490,29000
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,59990,69999
Smartron t.book flex Core i5 7th Gen,3.9,28,52990,55999
Smartron t.book flex Core i5 7th Gen,3.5,30,53490,55999
HP Chromebook MediaTek Kompanio 500,3.8,5944,22990,25451
Lenovo Ryzen 5 Hexa Core 5600H,0.0,0,59490,89490
acer Aspire 3 Core i3 8th Gen,4.0,1080,34002,44999
DELL Inspiron Core i5 11th Gen,4.2,166,67990,101639
Lenovo IdeaPad 1 Celeron Dual Core,3.8,13,24499,32090
ASUS VivoBook 15 (2021) Core i3 11th Gen,3.7,368,34250,49990
ASUS Core i3 10th Gen,4.4,1969,33990,50990
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,4.1,1617,62990,68192
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,3.9,117,57990,92320
Infinix INBook X2 Plus Core i3 11th Gen,4.1,146,40990,49990
DELL Inspiron Ryzen 3 Dual Core 3250U,4.5,4,40790,50132
MSI Core i3 12th Gen,0.0,0,45490,58990
ASUS Core i3 10th Gen,4.7,12,33990,45499
HP Pavilion Ryzen 5 Hexa Core 5625U,4.5,199,63990,72536
